,name,rating,address,ave_price,url,tel,crawl_result,lat_lng,place_id
79,N-ice Taipei,4.8,臺北市大安區大安路一段31巷42號,300.0,https://ifoodie.tw/restaurant/5cee35b623679c11905e2206-N-ice-Taipei,0287716601,"{'candidates': [{'geometry': {'location': {'lat': 25.0439215, 'lng': 121.5475207}, 'viewport': {'northeast': {'lat': 25.04530812989272, 'lng': 121.5488714798928}, 'southwest': {'lat': 25.04260847010728, 'lng': 121.5461718201073}}}, 'place_id': 'ChIJK92BJturQjQRrd0RceBmJRM'}], 'status': 'OK'}","[25.0439215, 121.5475207]",ChIJK92BJturQjQRrd0RceBmJRM
80,Le Kief 菱玖洋服,4.3,臺北市大安區光復南路308巷36號,1300.0,https://ifoodie.tw/restaurant/599b21f82756dd27fa68e799-Le-Kief-%E8%8F%B1%E7%8E%96%E6%B4%8B%E6%9C%8D,0227525009,"{'candidates': [{'geometry': {'location': {'lat': 25.0389751, 'lng': 121.5558211}, 'viewport': {'northeast': {'lat': 25.04027997989272, 'lng': 121.5571698798927}, 'southwest': {'lat': 25.03758032010728, 'lng': 121.5544702201073}}}, 'place_id': 'ChIJ-b8dnsirQjQRrsWiF4eoUWY'}], 'status': 'OK'}","[25.0389751, 121.5558211]",ChIJ-b8dnsirQjQRrsWiF4eoUWY
81,幹嘛西班牙餐酒館,4.3,台北市大同區民樂街18號,1430.0,https://ifoodie.tw/restaurant/584a1fd72756dd074c459376-%E5%B9%B9%E5%98%9B%E8%A5%BF%E7%8F%AD%E7%89%99%E9%A4%90%E9%85%92%E9%A4%A8,0225592100,"{'candidates': [{'geometry': {'location': {'lat': 25.056068, 'lng': 121.5107946}, 'viewport': {'northeast': {'lat': 25.05741912989272, 'lng': 121.5121831298927}, 'southwest': {'lat': 25.05471947010728, 'lng': 121.5094834701073}}}, 'place_id': 'ChIJ76QGZxSpQjQRO0YMBeK-qJ4'}], 'status': 'OK'}","[25.056068, 121.5107946]",ChIJ76QGZxSpQjQRO0YMBeK-qJ4
82,啜飲室 大安,4.5,臺北市大安區仁愛路四段27巷34號,300.0,https://ifoodie.tw/restaurant/55ebf939699b6e2511c573bf-%E5%95%9C%E9%A3%B2%E5%AE%A4-%E5%A4%A7%E5%AE%89,0227735565,"{'candidates': [{'geometry': {'location': {'lat': 25.041099, 'lng': 121.5451293}, 'viewport': {'northeast': {'lat': 25.04244832989272, 'lng': 121.5465294298927}, 'southwest': {'lat': 25.03974867010728, 'lng': 121.5438297701073}}}, 'place_id': 'ChIJCfVqhNCrQjQRsfUXwawz8to'}], 'status': 'OK'}","[25.041099, 121.5451293]",ChIJCfVqhNCrQjQRsfUXwawz8to
83,紫豔 中餐廳/酒吧 (W Hotel),4.5,臺北市信義區忠孝東路五段10號31樓,1000.0,https://ifoodie.tw/restaurant/559d6a5fc03a103ee86c7308-%E7%B4%AB%E8%B1%94-%E4%B8%AD%E9%A4%90%E5%BB%B3%2F%E9%85%92%E5%90%A7-(W-Hotel),0277038887,"{'candidates': [{'geometry': {'location': {'lat': 25.0399434, 'lng': 121.5668801}, 'viewport': {'northeast': {'lat': 25.04186607989272, 'lng': 121.5682417798927}, 'southwest': {'lat': 25.03916642010728, 'lng': 121.5655421201073}}}, 'place_id': 'EkYxMTDlj7DngaPlj7DljJfluILkv6HnvqnljYDlv6DlrZ3mnbHot6_kupTmrrUxMOiZn-Wci-azsOe9ruWcsOW7o-WgtDMxIh4aHAoWChQKEgm3rhvsu6tCNBHZbIlX0S58VhICMzE'}], 'status': 'OK'}","[25.0399434, 121.5668801]",EkYxMTDlj7DngaPlj7DljJfluILkv6HnvqnljYDlv6DlrZ3mnbHot6_kupTmrrUxMOiZn-Wci-azsOe9ruWcsOW7o-WgtDMxIh4aHAoWChQKEgm3rhvsu6tCNBHZbIlX0S58VhICMzE
84,東京串門子-Tokyo hot炭火串燒,4.4,臺北市大安區市民大道四段36號,400.0,https://ifoodie.tw/restaurant/565604612756dd1d7a1b01ec-%E6%9D%B1%E4%BA%AC%E4%B8%B2%E9%96%80%E5%AD%90-Tokyo-hot%E7%82%AD%E7%81%AB%E4%B8%B2%E7%87%92,0921177101,"{'candidates': [{'geometry': {'location': {'lat': 25.0448209, 'lng': 121.545609}, 'viewport': {'northeast': {'lat': 25.04622682989272, 'lng': 121.5469511298928}, 'southwest': {'lat': 25.04352717010727, 'lng': 121.5442514701073}}}, 'place_id': 'ChIJYdI6CNurQjQR6f7dyC-2b14'}], 'status': 'OK'}","[25.0448209, 121.545609]",ChIJYdI6CNurQjQR6f7dyC-2b14
85,Ombré,4.5,臺北市大安區復興南路二段130之1號2號柚木旁樓,500.0,https://ifoodie.tw/restaurant/5daea21fd6895d1da0cf2eb8-Ombr%C3%A9,0227078884,"{'candidates': [{'geometry': {'location': {'lat': 25.0291768, 'lng': 121.5433031}, 'viewport': {'northeast': {'lat': 25.03052552989272, 'lng': 121.5447133798928}, 'southwest': {'lat': 25.02782587010728, 'lng': 121.5420137201073}}}, 'place_id': 'EjkxMDblj7DngaPlj7DljJfluILlpKflronljYDlvqnoiIjljZfot6_kuozmrrUxMzDomZ_ml4HmqJMiIhogChYKFAoSCdWEWIQsqkI0EZGmofS_9sUnEgbml4HmqJM'}], 'status': 'OK'}","[25.0291768, 121.5433031]",EjkxMDblj7DngaPlj7DljJfluILlpKflronljYDlvqnoiIjljZfot6_kuozmrrUxMzDomZ_ml4HmqJMiIhogChYKFAoSCdWEWIQsqkI0EZGmofS_9sUnEgbml4HmqJM
86,Wild Donkey 野驢小餐館,4.4,臺北市大安區忠孝東路四段216巷33弄5號,1500.0,https://ifoodie.tw/restaurant/5d2c456bd6895d68938fc35a-Wild-Donkey-%E9%87%8E%E9%A9%A2%E5%B0%8F%E9%A4%90%E9%A4%A8,0912390398,"{'candidates': [{'geometry': {'location': {'lat': 25.0395166, 'lng': 121.5534072}, 'viewport': {'northeast': {'lat': 25.04081107989272, 'lng': 121.5547547798928}, 'southwest': {'lat': 25.03811142010728, 'lng': 121.5520551201073}}}, 'place_id': 'ChIJ-675V8-rQjQRrOTs50CNrzQ'}], 'status': 'OK'}","[25.0395166, 121.5534072]",ChIJ-675V8-rQjQRrOTs50CNrzQ
87,TK Seafood & Steak,4.3,臺北市大安區大安路一段56號,2000.0,https://ifoodie.tw/restaurant/573e01252756dd277dd578bd-TK-Seafood-%26-Steak,0903393008,"{'candidates': [{'geometry': {'location': {'lat': 25.0430214, 'lng': 121.5460251}, 'viewport': {'northeast': {'lat': 25.04436722989272, 'lng': 121.5474483298927}, 'southwest': {'lat': 25.04166757010728, 'lng': 121.5447486701073}}}, 'place_id': 'ChIJg1va89qrQjQRl4F9gBIt31c'}], 'status': 'OK'}","[25.0430214, 121.5460251]",ChIJg1va89qrQjQRl4F9gBIt31c
88,MUGI 木屐,4.7,臺北市松山區市民大道四段137號,1800.0,https://ifoodie.tw/restaurant/575fc165699b6e74b45d138c-MUGI-%E6%9C%A8%E5%B1%90,0225772020,"{'candidates': [{'geometry': {'location': {'lat': 25.0449373, 'lng': 121.5505085}, 'viewport': {'northeast': {'lat': 25.04621657989272, 'lng': 121.5518487798927}, 'southwest': {'lat': 25.04351692010728, 'lng': 121.5491491201072}}}, 'place_id': 'ChIJM9kHkMSrQjQRdN2G8AvyYU8'}], 'status': 'OK'}","[25.0449373, 121.5505085]",ChIJM9kHkMSrQjQRdN2G8AvyYU8
89,當吧PAWN BAR,4.6,臺北市中山區長安東路一段45之2號一樓,280.0,https://ifoodie.tw/restaurant/5f4bb5e82756dd2483e3e88e-%E7%95%B6%E5%90%A7PAWN-BAR,0225311549,"{'candidates': [{'geometry': {'location': {'lat': 25.0489818, 'lng': 121.5256974}, 'viewport': {'northeast': {'lat': 25.05029192989272, 'lng': 121.5270356298927}, 'southwest': {'lat': 25.04759227010728, 'lng': 121.5243359701073}}}, 'place_id': 'Ej4xMDQ5MeWPsOeBo-WPsOWMl-W4guS4reWxseWNgOmVt-Wuieadsei3r-S4gOautTQ15LmLMuiZn-S4gOaokyIiGiAKFgoUChIJ9X_pgGWpQjQRijzzYbfWH2ESBuS4gOaokw'}], 'status': 'OK'}","[25.0489818, 121.5256974]",Ej4xMDQ5MeWPsOeBo-WPsOWMl-W4guS4reWxseWNgOmVt-Wuieadsei3r-S4gOautTQ15LmLMuiZn-S4gOaokyIiGiAKFgoUChIJ9X_pgGWpQjQRijzzYbfWH2ESBuS4gOaokw
90,BRIDGISAN 橋下大叔,3.8,台北市中山區新生北路一段62巷16號,850.0,https://ifoodie.tw/restaurant/57c1d7792756dd02be5cfba3-BRIDGISAN-%E6%A9%8B%E4%B8%8B%E5%A4%A7%E5%8F%94,0225678904,"{'candidates': [{'geometry': {'location': {'lat': 25.0463298, 'lng': 121.530623}, 'viewport': {'northeast': {'lat': 25.04767212989272, 'lng': 121.5320146298927}, 'southwest': {'lat': 25.04497247010728, 'lng': 121.5293149701073}}}, 'place_id': 'ChIJw6gkmGSpQjQRIUkdC1mZRww'}], 'status': 'OK'}","[25.0463298, 121.530623]",ChIJw6gkmGSpQjQRIUkdC1mZRww
91,花生俱樂部 Peanut Club,4.6,臺北市大安區大安路一段19巷16號,1000.0,https://ifoodie.tw/restaurant/5e54995cd6895d7de6b458d3-%E8%8A%B1%E7%94%9F%E4%BF%B1%E6%A8%82%E9%83%A8-Peanut-Club,0227752525,"{'candidates': [{'geometry': {'location': {'lat': 25.04438, 'lng': 121.547011}, 'viewport': {'northeast': {'lat': 25.04576207989273, 'lng': 121.5483616298928}, 'southwest': {'lat': 25.04306242010728, 'lng': 121.5456619701073}}}, 'place_id': 'ChIJYZhUPdurQjQRGq1NjHfb5Yo'}], 'status': 'OK'}","[25.04438, 121.547011]",ChIJYZhUPdurQjQRGq1NjHfb5Yo
92,紅皇后 川酒 · Red Queen Bistro,4.6,臺北市大安區樂利路11巷32號,300.0,https://ifoodie.tw/restaurant/5bc8b1f3226139112fdb70bd-%E7%B4%85%E7%9A%87%E5%90%8E-%E5%B7%9D%E9%85%92-%C2%B7-Red-Queen-B,0227323255,"{'candidates': [{'geometry': {'location': {'lat': 25.0283064, 'lng': 121.5524839}, 'viewport': {'northeast': {'lat': 25.02964842989272, 'lng': 121.5538311798927}, 'southwest': {'lat': 25.02694877010728, 'lng': 121.5511315201073}}}, 'place_id': 'ChIJQxcZOTOqQjQRQqBzw6yjC0E'}], 'status': 'OK'}","[25.0283064, 121.5524839]",ChIJQxcZOTOqQjQRQqBzw6yjC0E
93,Fu milk tea 福奶茶,4.4,臺北市大安區瑞安街135巷4號,500.0,https://ifoodie.tw/restaurant/5a6f63932756dd652a8e77a1-Fu-milk-tea-%E7%A6%8F%E5%A5%B6%E8%8C%B6,0922114529,"{'candidates': [{'geometry': {'location': {'lat': 25.02677, 'lng': 121.539863}, 'viewport': {'northeast': {'lat': 25.02813352989272, 'lng': 121.5412197798928}, 'southwest': {'lat': 25.02543387010728, 'lng': 121.5385201201073}}}, 'place_id': 'ChIJvWj2fymqQjQRpxcKR1F1omQ'}], 'status': 'OK'}","[25.02677, 121.539863]",ChIJvWj2fymqQjQRpxcKR1F1omQ
94,青樓中餐館,4.4,臺北市松山區市民大道四段217號,760.0,https://ifoodie.tw/restaurant/5e31aaefd6895d1eb3b572db-%E9%9D%92%E6%A8%93%E4%B8%AD%E9%A4%90%E9%A4%A8,0225788856,"{'candidates': [{'geometry': {'location': {'lat': 25.0446918, 'lng': 121.5532096}, 'viewport': {'northeast': {'lat': 25.04595592989272, 'lng': 121.5545581298927}, 'southwest': {'lat': 25.04325627010728, 'lng': 121.5518584701073}}}, 'place_id': 'ChIJN03dCMSrQjQRV2HLMKzQUeg'}], 'status': 'OK'}","[25.0446918, 121.5532096]",ChIJN03dCMSrQjQRV2HLMKzQUeg
95,BaganHood 蔬食餐酒館,4.6,臺北市信義區忠孝東路四段553巷46弄11號,1500.0,https://ifoodie.tw/restaurant/5eaadf152756dd71246ecde5-BaganHood-%E8%94%AC%E9%A3%9F%E9%A4%90%E9%85%92%E9%A4%A8,0237622557,"{'candidates': [{'geometry': {'location': {'lat': 25.044332, 'lng': 121.563468}, 'viewport': {'northeast': {'lat': 25.04561477989272, 'lng': 121.5648162798927}, 'southwest': {'lat': 25.04291512010728, 'lng': 121.5621166201073}}}, 'place_id': 'ChIJ4_6b776rQjQR5AtvaOSYzeY'}], 'status': 'OK'}","[25.044332, 121.563468]",ChIJ4_6b776rQjQR5AtvaOSYzeY
96,ZIGA ZAGA (君悅酒店),4.3,臺北市信義區松壽路2號,800.0,https://ifoodie.tw/restaurant/559d1d42c03a103ee86c4060-ZIGA-ZAGA-(%E5%90%9B%E6%82%85%E9%85%92%E5%BA%97),0227201230,"{'candidates': [{'geometry': {'location': {'lat': 25.0353353, 'lng': 121.5627762}, 'viewport': {'northeast': {'lat': 25.03697902989272, 'lng': 121.5639327298927}, 'southwest': {'lat': 25.03427937010728, 'lng': 121.5612330701073}}}, 'place_id': 'ChIJty1ap7erQjQRttN5LDkQ5oY'}], 'status': 'OK'}","[25.0353353, 121.5627762]",ChIJty1ap7erQjQRttN5LDkQ5oY
97,ChamBistro Diner and Bar,4.4,臺北市信義區松壽路9號6樓,1200.0,https://ifoodie.tw/restaurant/5c25006b2261395290129121-ChamBistro-Diner-and,0227222239,"{'candidates': [{'geometry': {'location': {'lat': 25.0366706, 'lng': 121.5667018}, 'viewport': {'northeast': {'lat': 25.03801467989272, 'lng': 121.5679040798927}, 'southwest': {'lat': 25.03531502010727, 'lng': 121.5652044201073}}}, 'place_id': 'EikxMTDlj7DngaPlj7DljJfluILkv6HnvqnljYDmnb7lo73ot6856JmfNiIdGhsKFgoUChIJx7Lbo7CrQjQRy0TR8bF2PbUSATY'}], 'status': 'OK'}","[25.0366706, 121.5667018]",EikxMTDlj7DngaPlj7DljJfluILkv6HnvqnljYDmnb7lo73ot6856JmfNiIdGhsKFgoUChIJx7Lbo7CrQjQRy0TR8bF2PbUSATY
98,GUSTOSO 義大利餐廳 (慕軒),4.2,台北市敦化南路一段331號2樓,3000.0,https://ifoodie.tw/restaurant/56cc0d83699b6e0f4e53ad67-GUSTOSO-%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%A4%90%E5%BB%B3-(%E6%85%95%E8%BB%92),0277269099,"{'candidates': [{'geometry': {'location': {'lat': 25.0340328, 'lng': 121.549285}, 'viewport': {'northeast': {'lat': 25.03539907989272, 'lng': 121.5505106798928}, 'southwest': {'lat': 25.03269942010728, 'lng': 121.5478110201073}}}, 'place_id': 'EjIxMDblj7DngaPlj7DljJfluILlpKflronljYDmlabljJbljZfot68x5q61MzMx6JmfMiIdGhsKFgoUChIJMZOp7c2rQjQRUGGnclCWx8cSATI'}], 'status': 'OK'}","[25.0340328, 121.549285]",EjIxMDblj7DngaPlj7DljJfluILlpKflronljYDmlabljJbljZfot68x5q61MzMx6JmfMiIdGhsKFgoUChIJMZOp7c2rQjQRUGGnclCWx8cSATI
99,RAW,4.5,臺北市中山區樂群三路301號,400.0,https://ifoodie.tw/restaurant/559dc70dc03a103ee86ca954-RAW,0285015800,"{'candidates': [{'geometry': {'location': {'lat': 25.0830221, 'lng': 121.5595239}, 'viewport': {'northeast': {'lat': 25.08416757989272, 'lng': 121.5608732798927}, 'southwest': {'lat': 25.08146792010728, 'lng': 121.5581736201073}}}, 'place_id': 'ChIJb6wy1BKsQjQRpVZTHoJhfLA'}], 'status': 'OK'}","[25.0830221, 121.5595239]",ChIJb6wy1BKsQjQRpVZTHoJhfLA
100,Oopsy Daisy Garden,4.5,臺北市大安區延吉街160巷3號,600.0,https://ifoodie.tw/restaurant/5ca4c1b72756dd7199b52ab1-Oopsy-Daisy-Garden,0916218488,"{'candidates': [{'geometry': {'location': {'lat': 25.0392897, 'lng': 121.5545759}, 'viewport': {'northeast': {'lat': 25.04068027989272, 'lng': 121.5559258298927}, 'southwest': {'lat': 25.03798062010728, 'lng': 121.5532261701073}}}, 'place_id': 'ChIJKwOHAsarQjQRZqxmu0_p5j8'}], 'status': 'OK'}","[25.0392897, 121.5545759]",ChIJKwOHAsarQjQRZqxmu0_p5j8
101,豬跳舞小餐館,4.7,臺北市大安區光復南路290巷48號,500.0,https://ifoodie.tw/restaurant/559d1865c03a103ee86c3d96-%E8%B1%AC%E8%B7%B3%E8%88%9E%E5%B0%8F%E9%A4%90%E9%A4%A8,0227316469,"{'candidates': [{'geometry': {'location': {'lat': 25.0394878, 'lng': 121.555697}, 'viewport': {'northeast': {'lat': 25.04076922989272, 'lng': 121.5570449298928}, 'southwest': {'lat': 25.03806957010728, 'lng': 121.5543452701073}}}, 'place_id': 'ChIJif-sI8arQjQRPNWqALwCGP4'}], 'status': 'OK'}","[25.0394878, 121.555697]",ChIJif-sI8arQjQRPNWqALwCGP4
102,Savior Lounge Bar 救世主小酒館,4.6,臺北市萬華區漢口街二段34巷10號,300.0,https://ifoodie.tw/restaurant/5ea996c48c906d139203ece3-Savior-Lounge-Bar-%E6%95%91%E4%B8%96,0223116677,"{'candidates': [{'geometry': {'location': {'lat': 25.0450599, 'lng': 121.5071173}, 'viewport': {'northeast': {'lat': 25.04640092989272, 'lng': 121.5085029298927}, 'southwest': {'lat': 25.04370127010728, 'lng': 121.5058032701073}}}, 'place_id': 'ChIJGRfASgmpQjQRD4tpHWauFLU'}], 'status': 'OK'}","[25.0450599, 121.5071173]",ChIJGRfASgmpQjQRD4tpHWauFLU
103,J FULL 賈福廚房,4.4,臺北市大安區復興南路二段148巷27號,380.0,https://ifoodie.tw/restaurant/5932fad12756dd1a692fb85b-J-FULL-%E8%B3%88%E7%A6%8F%E5%BB%9A%E6%88%BF,0227043055,"{'candidates': [{'geometry': {'location': {'lat': 25.0282691, 'lng': 121.5419288}, 'viewport': {'northeast': {'lat': 25.02969687989272, 'lng': 121.5432758798927}, 'southwest': {'lat': 25.02699722010728, 'lng': 121.5405762201072}}}, 'place_id': 'ChIJGSehmiuqQjQR-EUctwWNBmM'}], 'status': 'OK'}","[25.0282691, 121.5419288]",ChIJGSehmiuqQjQR-EUctwWNBmM
104,Wyatt’s,4.9,台北市大安區通化街39巷49弄17號,150.0,https://ifoodie.tw/restaurant/5f33fb0d2756dd48dee2853f-Wyatt%E2%80%99s,Wyatt's,"{'candidates': [{'geometry': {'location': {'lat': 25.0311363, 'lng': 121.555648}, 'viewport': {'northeast': {'lat': 25.03249292989272, 'lng': 121.5569676798927}, 'southwest': {'lat': 25.02979327010728, 'lng': 121.5542680201072}}}, 'place_id': 'ChIJNdRxoMurQjQR90ZyUt4mZ1E'}], 'status': 'OK'}","[25.0311363, 121.555648]",ChIJNdRxoMurQjQR90ZyUt4mZ1E
105,L'IDIOT RESTAURANT 驢子餐廳,4.5,臺北市中山區林森北路369號,1500.0,https://ifoodie.tw/restaurant/559d8850c03a103ee86c8518-L'IDIOT-RESTAURANT-%E9%A9%A2,0903393098,"{'candidates': [{'geometry': {'location': {'lat': 25.0578555, 'lng': 121.5257589}, 'viewport': {'northeast': {'lat': 25.05920902989272, 'lng': 121.5269875298927}, 'southwest': {'lat': 25.05650937010728, 'lng': 121.5242878701073}}}, 'place_id': 'ChIJP0riSl2pQjQR2mral-4oNFo'}], 'status': 'OK'}","[25.0578555, 121.5257589]",ChIJP0riSl2pQjQR2mral-4oNFo
106,後院,4.5,臺北市大安區安和路二段23巷4號,1200.0,https://ifoodie.tw/restaurant/5bc7462c2756dd028bc8be40-%E5%BE%8C%E9%99%A2,0227047818,"{'candidates': [{'geometry': {'location': {'lat': 25.0320233, 'lng': 121.5528675}, 'viewport': {'northeast': {'lat': 25.03341692989272, 'lng': 121.5542201298927}, 'southwest': {'lat': 25.03071727010728, 'lng': 121.5515204701072}}}, 'place_id': 'ChIJEW7EYMyrQjQR4hM4fcaEowI'}], 'status': 'OK'}","[25.0320233, 121.5528675]",ChIJEW7EYMyrQjQR4hM4fcaEowI
107,曜日義式餐酒館,4.6,台北市大安區東豐街53號1樓,400.0,https://ifoodie.tw/restaurant/59ca97622756dd432294907c-%E6%9B%9C%E6%97%A5%E7%BE%A9%E5%BC%8F%E9%A4%90%E9%85%92%E9%A4%A8,0227085910,"{'candidates': [{'geometry': {'location': {'lat': 25.0361417, 'lng': 121.5471461}, 'viewport': {'northeast': {'lat': 25.03742997989272, 'lng': 121.5484938298927}, 'southwest': {'lat': 25.03473032010728, 'lng': 121.5457941701073}}}, 'place_id': 'EioxMDblj7DngaPlj7DljJfluILlpKflronljYDmnbHosZDooZc1M-iZnzEiHRobChYKFAoSCUkrvfPRq0I0ESe-rQjIWcc4EgEx'}], 'status': 'OK'}","[25.0361417, 121.5471461]",EioxMDblj7DngaPlj7DljJfluILlpKflronljYDmnbHosZDooZc1M-iZnzEiHRobChYKFAoSCUkrvfPRq0I0ESe-rQjIWcc4EgEx
108,義瑪卡多天母咖啡廳,4.1,臺北市士林區忠誠路二段162號,800.0,https://ifoodie.tw/restaurant/5f296efd2756dd3a9c8ebee8-%E7%BE%A9%E7%91%AA%E5%8D%A1%E5%A4%9A%E5%A4%A9%E6%AF%8D%E5%92%96%E5%95%A1%E5%BB%B3,0228755229,"{'candidates': [{'geometry': {'location': {'lat': 25.1153854, 'lng': 121.533017}, 'viewport': {'northeast': {'lat': 25.11669627989272, 'lng': 121.5344276298927}, 'southwest': {'lat': 25.11399662010728, 'lng': 121.5317279701073}}}, 'place_id': 'ChIJWcveGYGuQjQRYbGj1UI9QhA'}], 'status': 'OK'}","[25.1153854, 121.533017]",ChIJWcveGYGuQjQRYbGj1UI9QhA
109,"VG The Seafood Bar , Taipei",4.6,台北市大安區敦化南路二段11巷6號,1000.0,https://ifoodie.tw/restaurant/5b894fc52756dd37ce912e5e-VG-The-Seafood-Bar-%2C,0905576068,"{'candidates': [{'geometry': {'location': {'lat': 25.0325122, 'lng': 121.5498688}, 'viewport': {'northeast': {'lat': 25.03388172989272, 'lng': 121.5512191798927}, 'southwest': {'lat': 25.03118207010728, 'lng': 121.5485195201073}}}, 'place_id': 'ChIJocJyns2rQjQRqMgnAdrWjh4'}], 'status': 'OK'}","[25.0325122, 121.5498688]",ChIJocJyns2rQjQRqMgnAdrWjh4
110,La Facette 酒窩,4.5,臺北市大安區忠孝東路四段122號,1000.0,https://ifoodie.tw/restaurant/5d347448d6895d214b9f2dc9-La-Facette-%E9%85%92%E7%AA%A9,0287722686,"{'candidates': [{'geometry': {'location': {'lat': 25.041208, 'lng': 121.547269}, 'viewport': {'northeast': {'lat': 25.04269647989272, 'lng': 121.5486264298928}, 'southwest': {'lat': 25.03999682010727, 'lng': 121.5459267701073}}}, 'place_id': 'ChIJXSg9odqrQjQRikqJMAygdwE'}], 'status': 'OK'}","[25.041208, 121.547269]",ChIJXSg9odqrQjQRikqJMAygdwE
111,ANTICO FORNO 老烤箱義式手桿披薩,4.4,臺北市大安區瑞安街141號,355.0,https://ifoodie.tw/restaurant/559d53b6c03a103ee86c63f9-ANTICO-FORNO-%E8%80%81%E7%83%A4%E7%AE%B1%E7%BE%A9%E5%BC%8F%E6%89%8B%E6%A1%BF,0227063322,"{'candidates': [{'geometry': {'location': {'lat': 25.0266512, 'lng': 121.5396398}, 'viewport': {'northeast': {'lat': 25.02802607989272, 'lng': 121.5409704798927}, 'southwest': {'lat': 25.02532642010728, 'lng': 121.5382708201073}}}, 'place_id': 'ChIJUcEGgSmqQjQRDxYAH21XwxU'}], 'status': 'OK'}","[25.0266512, 121.5396398]",ChIJUcEGgSmqQjQRDxYAH21XwxU
112,Toasteria Cafe 永康旗艦店,4.1,臺北市大安區信義路二段200號,2000.0,https://ifoodie.tw/restaurant/58a73b922756dd4667687e15-Toasteria-Cafe-%E6%B0%B8%E5%BA%B7%E6%97%97%E8%89%A6%E5%BA%97,0223210073,"{'candidates': [{'geometry': {'location': {'lat': 25.0334547, 'lng': 121.5303521}, 'viewport': {'northeast': {'lat': 25.03485942989272, 'lng': 121.5317096298927}, 'southwest': {'lat': 25.03215977010728, 'lng': 121.5290099701073}}}, 'place_id': 'ChIJPU89EYKpQjQRy5X5j5t7gbg'}], 'status': 'OK'}","[25.0334547, 121.5303521]",ChIJPU89EYKpQjQRy5X5j5t7gbg
113,地中海牛排館 歐華酒店,4.6,臺北市中山區林森北路646號,1000.0,https://ifoodie.tw/restaurant/559d717ac03a103ee86c782a-%E5%9C%B0%E4%B8%AD%E6%B5%B7%E7%89%9B%E6%8E%92%E9%A4%A8-%E6%AD%90%E8%8F%AF%E9%85%92%E5%BA%97,0225853258,"{'candidates': [{'geometry': {'location': {'lat': 25.0682416, 'lng': 121.5255738}, 'viewport': {'northeast': {'lat': 25.06959147989272, 'lng': 121.5270049798927}, 'southwest': {'lat': 25.06689182010728, 'lng': 121.5243053201073}}}, 'place_id': 'ChIJW8z2HVCpQjQRzKTxN4-FP70'}], 'status': 'OK'}","[25.0682416, 121.5255738]",ChIJW8z2HVCpQjQRzKTxN4-FP70
114,ROOM by Le Kief,4.3,臺北市大安區復興南路一段107巷5弄10號1樓,1500.0,https://ifoodie.tw/restaurant/5e72e769226139178802bc29-ROOM-by-Le-Kief,0227116007,"{'candidates': [{'geometry': {'location': {'lat': 25.0441212, 'lng': 121.5448287}, 'viewport': {'northeast': {'lat': 25.04553927989272, 'lng': 121.5461779798927}, 'southwest': {'lat': 25.04283962010728, 'lng': 121.5434783201073}}}, 'place_id': 'Ej0xMDblj7DngaPlj7DljJfluILlpKflronljYDlvqnoiIjljZfot6_kuIDmrrUxMDflt7c15byEMTDomZ8xIh0aGwoWChQKEgmDYmBN2qtCNBHDqgXNRpNTGBIBMQ'}], 'status': 'OK'}","[25.0441212, 121.5448287]",Ej0xMDblj7DngaPlj7DljJfluILlpKflronljYDlvqnoiIjljZfot6_kuIDmrrUxMDflt7c15byEMTDomZ8xIh0aGwoWChQKEgmDYmBN2qtCNBHDqgXNRpNTGBIBMQ
115,Intention,4.8,臺北市大安區敦化南路一段219號2樓,1000.0,https://ifoodie.tw/restaurant/559d4728c03a103ee86c5c2b-Intention,0287727265,"{'candidates': [{'geometry': {'location': {'lat': 25.0411082, 'lng': 121.5492372}, 'viewport': {'northeast': {'lat': 25.04245852989272, 'lng': 121.5505221798928}, 'southwest': {'lat': 25.03975887010728, 'lng': 121.5478225201073}}}, 'place_id': 'EjIxMDblj7DngaPlj7DljJfluILlpKflronljYDmlabljJbljZfot68x5q61MjE56JmfMiIdGhsKFgoUChIJVVw5RcWrQjQRX0OEGXFY2f4SATI'}], 'status': 'OK'}","[25.0411082, 121.5492372]",EjIxMDblj7DngaPlj7DljJfluILlpKflronljYDmlabljJbljZfot68x5q61MjE56JmfMiIdGhsKFgoUChIJVVw5RcWrQjQRX0OEGXFY2f4SATI
116,a poet,4.5,臺北市大安區敦化南路一段295巷9號,1688.0,https://ifoodie.tw/restaurant/559d02fbc03a103ee86c3346-a-poet,0227090068,"{'candidates': [{'geometry': {'location': {'lat': 25.0356192, 'lng': 121.5498952}, 'viewport': {'northeast': {'lat': 25.03688817989272, 'lng': 121.5512443298927}, 'southwest': {'lat': 25.03418852010728, 'lng': 121.5485446701073}}}, 'place_id': 'ChIJ25_Ycs6rQjQRZHTOsW-vTmk'}], 'status': 'OK'}","[25.0356192, 121.5498952]",ChIJ25_Ycs6rQjQRZHTOsW-vTmk
