,name,rating,address,ave_price,url,tel,place_id,lat,lng,review
244,BeApe法國傳統餐酒館,4.4,臺北市中山區中山北路二段72巷1號2F,800.0,https://ifoodie.tw/restaurant/591c90fa2756dd5483ad9003-BeApe%E6%B3%95%E5%9C%8B%E5%82%B3%E7%B5%B1%E9%A4%90%E9%85%92%E9%A4%A8,BeApe - 法國傳統餐酒館,EjoxMDQ5MeWPsOeBo-WPsOWMl-W4guS4reWxseWNgOS4reWxseWMl-i3r-S6jOautTcy5be3MeiZnzJGIh4aHAoWChQKEgnhQfDTaalCNBGiV5nMCPfrNhICMkY,25.057119600000004,121.5224132,
245,Longtail,4.2,臺北市大安區敦化南路二段174號,2500.0,https://ifoodie.tw/restaurant/59b42d9d2756dd0ea0b2c3b6-Longtail,0227326616,ChIJB7zWHS6qQjQRFelwCDEBqwk,25.0238689,121.5482832,
246,CEO Premium Club 餐酒館,4.6,臺北市內湖區瑞光路258巷51號1F,1000.0,https://ifoodie.tw/restaurant/5d6e76d62756dd2f152cf234-CEO-Premium-Club-%E9%A4%90%E9%85%92%E9%A4%A8,0226272038,EjExMTTlj7DngaPlj7DljJfluILlhafmuZbljYDnkZ7lhYnot68yNTjlt7c1MeiZnzFGIh4aHAoWChQKEglvWqwFe6xCNBGRqpsZHcr3FxICMUY,25.0747909,121.5746517,
247,ConfitRémi,4.6,臺北市文山區羅斯福路五段269巷16號,400.0,https://ifoodie.tw/restaurant/5b9e8e59f5246841b6311f22-ConfitR%C3%A9mi,0286638008,ChIJUxj22ByqQjQRgcdStGOqaJM,25.001109,121.5399713,
248,廚子市場,4.3,臺北市內湖區基湖路3巷11號,1280.0,https://ifoodie.tw/restaurant/559d4383c03a103ee86c59af-%E5%BB%9A%E5%AD%90%E5%B8%82%E5%A0%B4,0226598590,ChIJC0k5ZW6sQjQRMzXEOjZxdPU,25.0810758,121.5663885,
249,金色三麥 台北京站店,4.4,臺北市大同區承德路一段1號,622.0,https://ifoodie.tw/restaurant/559dc259c03a103ee86ca61c-%E9%87%91%E8%89%B2%E4%B8%89%E9%BA%A5-%E5%8F%B0%E5%8C%97%E4%BA%AC%E7%AB%99%E5%BA%97,0277370909,ChIJ3yj8dG2pQjQRiu08VXHq9Lk,25.049308,121.5171935,
250,JK studio 新義法料理,4.6,臺北市信義區基隆路一段147巷5弄13號,400.0,https://ifoodie.tw/restaurant/576199b42756dd1d469e4a3d-JK-studio-%E6%96%B0%E7%BE%A9%E6%B3%95%E6%96%99%E7%90%86,0227661891,ChIJz8_rGbyrQjQRg0cI7nvF6Ls,25.042912,121.56618600000002,
251,The Terrace 大廳酒吧 寒舍艾麗酒店,4.3,臺北市信義區松高路18號6樓,500.0,https://ifoodie.tw/restaurant/559d8482c03a103ee86c82dd-The-Terrace-%E5%A4%A7%E5%BB%B3%E9%85%92%E5%90%A7-%E5%AF%92%E8%88%8D%E8%89%BE,0266318066,EioxMTDlj7DngaPlj7DljJfluILkv6HnvqnljYDmnb7pq5jot68xOOiZnzYiHRobChYKFAoSCYVYH7O7q0I0ERWVDiRFoCxpEgE2,25.0387882,121.5674792,
252,Geography Bar,4.7,臺北市萬華區昆明街92之2號4樓,300.0,https://ifoodie.tw/restaurant/5ca371e62756dd62daaf41a0-Geography-Bar,0223310255,EioxMDjlj7DngaPlj7DljJfluILokKzoj6_ljYDmmIbmmI7ooZc5MuiZnzQiHRobChYKFAoSCS3zJtQIqUI0EQUK98WLFxQ-EgE0,25.0449146,121.5052767,
253,Tapas & Wine Yasaiya 野菜家,4.3,臺北市大同區林森北路119巷60號,600.0,https://ifoodie.tw/restaurant/57dae2bf2756dd7fa2684f70-Tapas-%26-Wine-Yasaiya,0225233223,ChIJda3Mw2WpQjQRFPgr5QdzhoA,25.0501079,121.5271864,
254,負壹 -1,4.4,臺北市大安區安和路一段65號,500.0,https://ifoodie.tw/restaurant/5d5ff65c2756dd2f1027c276-%E8%B2%A0%E5%A3%B9-1,0227066565,ChIJm2GIAs-rQjQRWY5d1rNP5Bw,25.0373142,121.5517127,
255,PICO PICO,4.5,臺北市大安區安和路一段102巷28號1樓,600.0,https://ifoodie.tw/restaurant/559dd5aac03a103ee86cb190-PICO-PICO,0227551161,EjgxMDblj7DngaPlj7DljJfluILlpKflronljYDlronlkozot6_kuIDmrrUxMDLlt7cyOC0x6JmfMSIdGhsKFgoUChIJD9rvxM2rQjQR-bAf16upyiMSATE,25.0342515,121.5502955,
256,招酒,4.7,臺北市松山區復興北路141巷6弄11號,600.0,https://ifoodie.tw/restaurant/5d54f7da8c906d38abfed750-%E6%8B%9B%E9%85%92,0225452020,ChIJv1UrDuerQjQRDT-R8MfLoJg,25.054005,121.5448726,
257,Odin信義放感情,4.8,臺北市信義區嘉興街127巷107號,500.0,https://ifoodie.tw/restaurant/5c60f64623679c6096c9dc9d-Odin%E4%BF%A1%E7%BE%A9%E6%94%BE%E6%84%9F%E6%83%85,0227322668,ChIJtwQqw8qrQjQR-ssLZ1S4zHQ,25.0290887,121.5577146,
258,ABRAZO BISTRO,4.2,臺北市大安區敦化南路一段198號,500.0,https://ifoodie.tw/restaurant/5c87bc58226139771c210216-ABRAZO-BISTRO,0227318282,ChIJdRO9NMWrQjQR62vbeoA-kU0,25.0423206,121.5485018,
259,大倉久和飯店珍珠酒吧,4.1,臺北市中山區南京東路一段9號1F,450.0,https://ifoodie.tw/restaurant/559d6762c03a103ee86c7148-%E5%A4%A7%E5%80%89%E4%B9%85%E5%92%8C%E9%A3%AF%E5%BA%97%E7%8F%8D%E7%8F%A0%E9%85%92%E5%90%A7,0221815134,EjUxMDQ5MeWPsOeBo-WPsOWMl-W4guS4reWxseWNgOWNl-S6rOadsei3r-S4gOautTnomZ8xRiIeGhwKFgoUChIJXyK30WipQjQRQC7Rv1RmemwSAjFG,25.0525475,121.5232747,
260,R&D Cocktail Lab,4.4,臺北市大安區嘉興街36號,1200.0,https://ifoodie.tw/restaurant/59af68ce22613940080676a4-R%26D-Cocktail-Lab,R&D Cocktail Lab,ChIJZZ6QQMqrQjQRvte0sxZhoxI,25.0317645,121.5581503,
261,AHA Saloon,4.2,臺北市大安區復興南路二段138號,600.0,https://ifoodie.tw/restaurant/5ed5ec3422613944b7f2defe-AHA-Saloon,0227065206,ChIJVwf2hiyqQjQRspXrSbbOVQc,25.0289319,121.5432764,
262,SELF Oasis 綠洲,4.7,臺北市大安區瑞安街135巷4號1樓,1250.0,https://ifoodie.tw/restaurant/5d4a999b8c906d259854c4e7-SELF-Oasis-%E7%B6%A0%E6%B4%B2,0223258883,Ei8xMDblj7DngaPlj7DljJfluILlpKflronljYDnkZ7lronooZcxMzXlt7c06JmfMSIdGhsKFgoUChIJvWj2fymqQjQRpxcKR1F1omQSATE,25.026770000000006,121.53986299999998,
263,行冊walking book,4.2,台北市延平北路二段33號,300.0,https://ifoodie.tw/restaurant/568666d4699b6e2b43b6aec3-%E8%A1%8C%E5%86%8Awalking-book,0225580915,ChIJQaOngxSpQjQRDT6R2Iyl7zU,25.054857,121.511835,
264,POPINA,4.3,臺北市中山區南京東路一段13巷6弄1號,1200.0,https://ifoodie.tw/restaurant/5628e3aa699b6e6e00dae712-POPINA,0225676623,ChIJ1QH25WipQjQRk_NclP5b8Z0,25.053631,121.5234403,
265,凱達大飯店Bar 98,3.7,臺北市萬華區艋舺大道167號5樓,1200.0,https://ifoodie.tw/restaurant/5e09a751d6895d563bf5e2c0-%E5%87%B1%E9%81%94%E5%A4%A7%E9%A3%AF%E5%BA%97Bar-98,0223836797,Ei4xMDjlj7DngaPlj7DljJfluILokKzoj6_ljYDoiYvoiLrlpKfpgZMxNjfomZ81Ih0aGwoWChQKEgmtR3lTrqlCNBFAIKUlDIHUgBIBNQ,25.0332225,121.4996955,
266,ASTAR coffee house,4.4,臺北市中山區民權東路三段60巷13弄41號,600.0,https://ifoodie.tw/restaurant/559d6f3dc03a103ee86c7617-ASTAR-coffee-house,0225035856,ChIJ11Isj-SrQjQRqISRsuwOZzo,25.0607789,121.543568,
267,BAR PUN,4.6,臺北市大安區信義路四段378巷5號,440.0,https://ifoodie.tw/restaurant/5b8e0ee523679c19fd097e40-BAR-PUN,0227005000,ChIJZ0dQwcurQjQRp_m5AkTUgOY,25.0326276,121.5558771,
268,藏薪食譜 Wang's Field,4.3,臺北市大安區仁愛路四段105巷3號,1500.0,https://ifoodie.tw/restaurant/57e7c78d2756dd611dd38fd9-%E8%97%8F%E8%96%AA%E9%A3%9F%E8%AD%9C-Wang's-Field,0227319265,ChIJeebbuM-rQjQRRNWNnEaywQ4,25.0385982,121.5499107,
269,89 LOOP Sports Bar,4.5,臺北市中正區羅斯福路四段134號2樓號,350.0,https://ifoodie.tw/restaurant/5ba5011223679c43c1c1bb74-89-LOOP-Sports-Bar,0223656597,EjkxMDDlj7DngaPlj7DljJfluILkuK3mraPljYDnvoXmlq_npo_ot6_lm5vmrrUxMzTomZ_mqJPomZ8iIhogChYKFAoSCS0u6r6KqUI0EZ8KUPyYlKXbEgbmqJPomZ8,25.0129485,121.5358227,
270,45酒吧,4.1,臺北市大安區羅斯福路四段110號2F,500.0,https://ifoodie.tw/restaurant/559dc6a5c03a103ee86ca91c-45%E9%85%92%E5%90%A7,0223212140,EjUxMDDlj7DngaPlj7DljJfluILkuK3mraPljYDnvoXmlq_npo_ot6_lm5vmrrUxMTDomZ8yRiIeGhwKFgoUChIJJRzB6oqpQjQR3G-2wbtzWfUSAjJG,25.0133596,121.5354994,
271,Naked Bistro 裸餐酒,4.3,臺北市大安區光復南路240巷49號,1000.0,https://ifoodie.tw/restaurant/5a0dd47b2756dd31b6cf8d16-Naked-Bistro-%E8%A3%B8%E9%A4%90%E9%85%92,0227766226,ChIJ1zTza8arQjQRfTqnok1Pan8,25.0406572,121.5552037,
272,J&R義法,4.8,臺北市大安區忠孝東路三段251巷13弄2號1樓,350.0,https://ifoodie.tw/restaurant/5a677ad82756dd60a422315b-J%26R%E7%BE%A9%E6%B3%95,0227788701,Ej0xMDblj7DngaPlj7DljJfluILlpKflronljYDlv6DlrZ3mnbHot6_kuInmrrUyNTHlt7cxM-W8hDLomZ8xIh0aGwoWChQKEgnNR72T2atCNBEbYieqsIceZBIBMQ,25.0438366,121.5417144,
273,Ch-eat & Drink,4.2,台北市大安區市民大道四段168號,600.0,https://ifoodie.tw/restaurant/59b42d742756dd0ea0b2c3a2-Ch-eat-%26-Drink,0227788848,ChIJRzj5EMSrQjQRJFImlIiGzno,25.0439816,121.5532443,
274,啤啤 Craft Beer Cafe,4.6,臺北市大安區敦化南路一段160巷39號,300.0,https://ifoodie.tw/restaurant/5cdd067122613937b277fa86-%E5%95%A4%E5%95%A4-Craft-Beer-Cafe,0227417586,ChIJg9n139qrQjQRuelnSOIfNlU,25.0436916,121.54707179999998,
275,台SOPAR餐酒館,4.5,臺北市大安區市民大道四段36號,700.0,https://ifoodie.tw/restaurant/5ba89e9123679c7f63dafd0d-%E5%8F%B0SOPAR%E9%A4%90%E9%85%92%E9%A4%A8,0227216900,ChIJYdI6CNurQjQR6f7dyC-2b14,25.0448209,121.545609,
276,WA-SHU 和酒,4.4,臺北市大安區忠孝東路四段101巷39號,1200.0,https://ifoodie.tw/restaurant/5cdb93c522613973b56c99e0-WA-SHU-%E5%92%8C%E9%85%92,0227714240,ChIJ19WC09qrQjQRIKHT8yXujG4,25.0431202,121.5481582,
277,Can Nature 肯自然葡萄酒,4.7,臺北市大安區大安路二段53巷4號,600.0,https://ifoodie.tw/restaurant/5edda9f52261390a05657e72-Can-Nature-%E8%82%AF%E8%87%AA%E7%84%B6%E8%91%A1%E8%90%84%E9%85%92,0227000386,ChIJlQ3Zz9KrQjQRK07gPqWwODQ,25.0312062,121.5463826,
278,Marsalis Home Taipei,4.5,臺北市信義區松仁路90號3F,500.0,https://ifoodie.tw/restaurant/5906a1b4699b6e0df7256ab8-Marsalis-Home-Taipei,0287898166,EisxMTDlj7DngaPlj7DljJfluILkv6HnvqnljYDmnb7ku4Hot685MOiZnzNGIh4aHAoWChQKEgkXGWeJsKtCNBEelkcOswHJORICM0Y,25.0351042,121.5679889,
279,像。餐廳 (原向餐廳),4.3,臺北市中山區雙城街23之3號B1,600.0,https://ifoodie.tw/restaurant/559d09ccc03a103ee86c3665-%E5%83%8F%E3%80%82%E9%A4%90%E5%BB%B3-(%E5%8E%9F%E5%90%91%E9%A4%90%E5%BB%B3),0225987986,Ei0xMDQ5MeWPsOeBo-WPsOWMl-W4guS4reWxseWNgOmbmeWfjuihlzIz6JmfQjEiHhocChYKFAoSCW1jGjtFqUI0ERARegwg-0flEgJCMQ,25.0659542,121.5243628,
280,Mocktini 概念調飲餐館,4.7,臺北市大安區敦化南路二段152號之1,300.0,https://ifoodie.tw/restaurant/57c9bfea2756dd6aa999bdd3-Mocktini-%E6%A6%82%E5%BF%B5%E8%AA%BF%E9%A3%B2%E9%A4%90%E9%A4%A8,0227076021,ChIJVe7D-C2qQjQROSUJHJFbCck,25.025239000000006,121.548303,
281,B-Line By A Train,4.6,台北市中正區忠孝東路二段104號2樓,800.0,https://ifoodie.tw/restaurant/559dc5a7c03a103ee86ca8a6-B-Line-By-A-Train,0223560010,EjQxMDDlj7DngaPlj7DljJfluILkuK3mraPljYDlv6DlrZ3mnbHot6_kuozmrrUxMDTomZ8yIh0aGwoWChQKEgnzWGB6e6lCNBGY3Fsh21eJqBIBMg,25.0426673,121.5307515,
282,Herban Kitchen & Bar,4.5,臺北市大安區忠孝東路四段101巷27號,400.0,https://ifoodie.tw/restaurant/559d5436c03a103ee86c644b-Herban-Kitchen-%26-Bar,0287737033,ChIJd0fu0tqrQjQRq8s6nz1dDxU,25.0429632,121.548166,
283,Pan House Wine & Bistro,4.4,臺北市大安區延吉街131巷9號,250.0,https://ifoodie.tw/restaurant/5ca2c99f23679c0624781651-Pan-House-Wine-%26-Bis,0227312465,ChIJ11ZnmsarQjQR5cA3sAYsz2k,25.0427444,121.5547415,
284,CASA de AMIGOS,4.4,臺北市大安區延吉街72號之16號,700.0,https://ifoodie.tw/restaurant/5c1a54492756dd1b5d3ba22a-CASA-de-AMIGOS,0287728006,ChIJdfSJgsarQjQR2hqCOT5q_c0,25.0425123,121.5541231,
285,Chill Bistro&Cafe,4.8,台北市松山區南京東路五段23巷6弄8號1樓,200.0,https://ifoodie.tw/restaurant/5bc2fbdef524683236a815f8-Chill-Bistro%26Cafe,0227666696,EjsxMDXlj7DngaPlj7DljJfluILmnb7lsbHljYDljZfkuqzmnbHot6_kupTmrrUyM-W3tzblvIQ46JmfMSIdGhsKFgoUChIJzWnkJOurQjQR-NxgCw_wJToSATE,25.0521042,121.5583088,
286,Bar ansleep ウイスキー カクテル 日本語OKのバー,4.4,臺北市中山區雙城街13巷18號二樓號,1000.0,https://ifoodie.tw/restaurant/5ca371e72756dd62daaf41a3-Bar-ansleep-%E3%82%A6%E3%82%A4%E3%82%B9%E3%82%AD%E3%83%BC-%E3%82%AB%E3%82%AF,0225923335,EjYxMDQ5MeWPsOeBo-WPsOWMl-W4guS4reWxseWNgOmbmeWfjuihlzEz5be3MTjomZ_mqJPomZ8iIhogChYKFAoSCbv8x89EqUI0EVA6kHUdsGTtEgbmqJPomZ8,25.0640634,121.5250004,
287,花彘醺2店 Bistro,4.4,臺北市大安區忠孝東路四段170巷6弄16號,700.0,https://ifoodie.tw/restaurant/56612adb2756dd4be3caf731-%E8%8A%B1%E5%BD%98%E9%86%BA2%E5%BA%97-Bistro,0227771488,ChIJ8ZsCZ8WrQjQRo61quxbHpaI,25.0408125,121.5500168,
288,弎樓Thirdfloor,4.0,臺北市大安區通化街156號,150.0,https://ifoodie.tw/restaurant/5b9e66f02756dd1c27a8723e-%E5%BC%8E%E6%A8%93Thirdfloor,0227320282,ChIJka2XUzOqQjQRo0-AugpZvwM,25.028694,121.5537207,
289,VIVACE 薇瓦琪義式餐酒館,4.5,臺北市北投區光明路2巷9號,350.0,https://ifoodie.tw/restaurant/5b9249baf524687cdbb6c040-VIVACE-%E8%96%87%E7%93%A6%E7%90%AA%E7%BE%A9%E5%BC%8F%E9%A4%90%E9%85%92%E9%A4%A8,0228941169,ChIJuauj01auQjQRYY190nkYviE,25.1316491,121.4994273,
290,Fairy Taipei,4.4,臺北市大安區光復南路308巷51號,1200.0,https://ifoodie.tw/restaurant/57e56feb2756dd606545b98f-Fairy-Taipei,0227418852,ChIJ92V5n8irQjQR5RG3X6iKefM,25.0388451,121.5555227,
291,kozy舒適,4.6,臺北市大安區仁愛路四段345巷4弄12號,500.0,https://ifoodie.tw/restaurant/5c87721622613939a0933156-kozy%E8%88%92%E9%81%A9,0227786959,ChIJGXvvT8-rQjQR3bETN1BxMiA,25.0388479,121.5534778,
292,Bar Between,4.6,臺北市大安區光復南路456巷27之2號,600.0,https://ifoodie.tw/restaurant/5eddae9fd6895d1883bcae2b-Bar-Between,Bar Between（架橋）,ChIJfQV6EsmrQjQRTqfFZEhMriI,25.0351334,121.5562618,
293,Jamie's 小酒廚,4.7,臺北市大安區市民大道四段210號,1000.0,https://ifoodie.tw/restaurant/5627d6302756dd74727fbd77-Jamie's-%E5%B0%8F%E9%85%92%E5%BB%9A,0227714090,ChIJv_mKM8GrQjQRmQvYrl0E2P0,25.0445237,121.5558865,
294,Cantina del Gio,4.7,臺北市大安區忠孝東路四段170巷18弄5號,1200.0,https://ifoodie.tw/restaurant/5b7d72c42756dd6c8e25f021-Cantina-del-Gio,0227522376,ChIJZXL8iM-rQjQRoAzSscjz17k,25.0400724,121.55038290000002,
295,FIFI茶酒沙龍,3.8,臺北市大安區仁愛路四段15號2樓,500.0,https://ifoodie.tw/restaurant/559d83ffc03a103ee86c8293-FIFI%E8%8C%B6%E9%85%92%E6%B2%99%E9%BE%8D,0227211970,EjAxMDblj7DngaPlj7DljJfluILlpKflronljYDku4HmhJvot6_lm5vmrrUxNeiZnzIiHRobChYKFAoSCXOE6hDRq0I0EVsvqHvNnLZCEgEy,25.0382438,121.5444615,
296,La Esquina 轉角酒吧,4.4,臺北市中山區長安東路一段53巷1之6號,500.0,https://ifoodie.tw/restaurant/57643d2d2756dd1d439e4a8c-La-Esquina-%E8%BD%89%E8%A7%92%E9%85%92%E5%90%A7,0225211959,ChIJHWdDm2WpQjQRMQmaplCcyoM,25.04895,121.526364,
297,山肴鮨,4.5,臺北市大同區南京西路64巷16之3號,1200.0,https://ifoodie.tw/restaurant/57a6271a2756dd20c4a19f09-%E5%B1%B1%E8%82%B4%E9%AE%A8,0225555299,ChIJBfpeFWypQjQRRaxwf0GocOE,25.0517556,121.5185207,
298,HANCHU,4.3,台北市大安區東豐街52號,600.0,https://ifoodie.tw/restaurant/57a627e82756dd20c4a19f50-HANCHU,0227040002,ChIJbx7nitGrQjQRICEaP-xT15A,25.0359372,121.54689240000002,
299,盛 餐酒坊,4.7,臺北市大安區延吉街131巷37號,560.0,https://ifoodie.tw/restaurant/5bc5f4652756dd275b74b8d2-%E7%9B%9B-%E9%A4%90%E9%85%92%E5%9D%8A,0287726038,ChIJE0Hz6sarQjQRc0bqxhXVNKo,25.042935600000003,121.5556238,
300,Port23,4.4,台北市大安區信義路四段30巷23號,500.0,https://ifoodie.tw/restaurant/57d059bf2756dd05d485ab29-Port23,0266260656,ChIJP2PgF9OrQjQRpYMO6OKLt34,25.0323225,121.5448029,
301,極炙日式燒肉,3.4,臺北市中山區長安東路一段15號2樓,600.0,https://ifoodie.tw/restaurant/559d48fdc03a103ee86c5d3b-%E6%A5%B5%E7%82%99%E6%97%A5%E5%BC%8F%E7%87%92%E8%82%89,0225235110,EjUxMDQ5MeWPsOeBo-WPsOWMl-W4guS4reWxseWNgOmVt-Wuieadsei3r-S4gOautTE16JmfMiIdGhsKFgoUChIJfZXZAW-pQjQRxLq76H-R4K0SATI,25.0497874,121.522685,
302,Owls Bistro 窩式小酒館,4.5,臺北市大安區忠孝東路三段217巷4弄17號,600.0,https://ifoodie.tw/restaurant/57eceb5c2756dd6d377d6c9c-Owls-Bistro-%E7%AA%A9%E5%BC%8F%E5%B0%8F%E9%85%92%E9%A4%A8,0227712646,ChIJAZUz19mrQjQRfGVY5IVoC-A,25.0429265,121.5404431,
303,Wootp窩台北,4.1,臺北市大安區忠孝東路四段205巷39之1號,550.0,https://ifoodie.tw/restaurant/55a501bcc03a10241de64015-Wootp%E7%AA%A9%E5%8F%B0%E5%8C%97,0287719813,ChIJ_yoRaMSrQjQR1sLIDn0OdbU,25.0439008,121.5520409,
304,Mod SEQUEL (二店),4.5,臺北市大安區樂利路11巷7號,1200.0,https://ifoodie.tw/restaurant/584e5ca82756dd72ad77a6c1-Mod-SEQUEL-(%E4%BA%8C%E5%BA%97),0227372955,ChIJD1I8ITOqQjQRls_dhjDa3K0,25.0283535,121.551474,
305,ALCICCHETTO義麵坊小酒館,4.1,臺北市中正區八德路一段40號,429.0,https://ifoodie.tw/restaurant/580f9fa32756dd6782d9eb9c-ALCICCHETTO%E7%BE%A9%E9%BA%B5%E5%9D%8A%E5%B0%8F%E9%85%92%E9%A4%A8,0223951700,ChIJR7g3XXupQjQR28Daoz5TAfk,25.0436672,121.5305618,
306,MANIA 躁鎮,4.4,臺北市大安區樂利路59號,600.0,https://ifoodie.tw/restaurant/5ca371d12756dd62daaf419a-MANIA-%E8%BA%81%E9%8E%AE,0287321288,ChIJ72qWqDOqQjQRQTfGj_BD2YQ,25.0264427,121.5518824,
307,溫德德式烘焙餐館,4.5,臺北市大安區光復南路260巷28號,400.0,https://ifoodie.tw/restaurant/559dd9f7c03a103ee86cb4c2-%E6%BA%AB%E5%BE%B7%E5%BE%B7%E5%BC%8F%E7%83%98%E7%84%99%E9%A4%90%E9%A4%A8,0227118919,ChIJzbLUR8arQjQRELPP3cVFSTQ,25.040395,121.556211,
308,A Train Leads The Way To Jazz,4.6,臺北市中山區八德路二段233號2樓,1200.0,https://ifoodie.tw/restaurant/55a5b0bbc03a10241de67b2c-A-Train-Leads-The-Wa,0227212322,EjExMDXlj7DngaPlj7DljJfluILmnb7lsbHljYDlhavlvrfot6_kuozmrrUyMzPomZ8yIh0aGwoWChQKEgnT_tHv3KtCNBH0Z042eQxWDxIBMg,25.0469457,121.5406186,
309,B-one自助餐厅 (西華飯店),4.0,臺北市松山區民生東路三段111號B1樓,1430.0,https://ifoodie.tw/restaurant/559d5e90c03a103ee86c6a7b-B-one%E8%87%AA%E5%8A%A9%E9%A4%90%E5%8E%85-(%E8%A5%BF%E8%8F%AF%E9%A3%AF%E5%BA%97),0227181188,EjcxMDQ5MeWPsOeBo-WPsOWMl-W4guadvuWxseWNgOawkeeUn-adsei3r-S4ieautTExMeiZn0IxIh4aHAoWChQKEgk1VnzN5atCNBE8q6zF3SvTmRICQjE,25.058204,121.5457436,
310,108抹茶茶廊,4.0,臺北市信義區松高路11號誠品信義店B2,128.0,https://ifoodie.tw/restaurant/581499f323679c553aad697d-108%E6%8A%B9%E8%8C%B6%E8%8C%B6%E5%BB%8A,0227230823,ChIJywaY1LurQjQRS74hsbes0Xk,25.039620000000006,121.5652046,
311,FOCOSO Taipei,4.5,臺北市大安區通化街170巷11之1號,1000.0,https://ifoodie.tw/restaurant/5b7ec3972756dd6c8f2abfbe-FOCOSO-Taipei,0227329022,ChIJdaJqRzOqQjQRjV5rLtzm3Ms,25.028182,121.552783,
312,掌門精釀啤酒吧,4.1,臺北市信義區松高路16號4樓號,400.0,https://ifoodie.tw/restaurant/5ba31eaa2261397ecbd60c19-%E6%8E%8C%E9%96%80%E7%B2%BE%E9%87%80%E5%95%A4%E9%85%92%E5%90%A7,NBA Store Taiwan,Ei8xMTDlj7DngaPlj7DljJfluILkv6HnvqnljYDmnb7pq5jot68xNuiZn-aok-iZnyIiGiAKFgoUChIJd6uOSrqrQjQRQbgBxZjbzB4SBuaok-iZnw,25.0387252,121.5672796,
313,The Villa Herbs Restaurant,4.1,臺北市大安區樂利路11巷32號,450.0,https://ifoodie.tw/restaurant/559d0761c03a103ee86c353f-The-Villa-Herbs-Rest,0227321929,ChIJQxcZOTOqQjQRQqBzw6yjC0E,25.0283064,121.5524839,
314,THE KEY COMPANY 鑰匙行,4.2,臺北市大安區忠孝東路四段223巷59號,1000.0,https://ifoodie.tw/restaurant/5a3e9b512756dd0774580f92-THE-KEY-COMPANY-%E9%91%B0%E5%8C%99%E8%A1%8C,0287715252,ChIJmzooOcSrQjQRaGRHSHonk3o,25.0432686,121.5528105,
315,C Bistro 喜私房餐酒館,4.6,臺北市中山區松江路164巷8號,600.0,https://ifoodie.tw/restaurant/5b86ac3d2756dd18a0026fe9-C-Bistro-%E5%96%9C%E7%A7%81%E6%88%BF%E9%A4%90%E9%85%92%E9%A4%A8,0225310859,ChIJNdF4A16pQjQReQ0avBEkDUU,25.0555602,121.5317982,
316,1516 Bistro,4.6,臺北市大安區復興南路一段30巷4號,550.0,https://ifoodie.tw/restaurant/559d37e9c03a103ee86c5228-1516-Bistro,0227405586,ChIJjYjU79urQjQRuF2ZSArvME0,25.0465569,121.5433943,
317,SOLIS Backpack & Cafe Bar 複合概念店,4.5,臺北市松山區八德路三段106巷60號,650.0,https://ifoodie.tw/restaurant/5b7437eb2756dd6552021a9f-SOLIS-Backpack-%26-Caf,0225700229,ChIJQ2Gg2MOrQjQRJBF5ilCs4pA,25.0463716,121.5540913,
318,玖杯 Κρασί 京華店,4.7,臺北市松山區東寧路11號,1200.0,https://ifoodie.tw/restaurant/5b4e30fb2756dd51fc84b98e-%E7%8E%96%E6%9D%AF-%CE%9A%CF%81%CE%B1%CF%83%CE%AF-%E4%BA%AC%E8%8F%AF%E5%BA%97,0227660139,ChIJe_v4nZWrQjQRm81mL4TB16U,25.0482358,121.5629805,
319,CHORD和弦BISTRO,4.0,臺北市大安區文昌街128號,500.0,https://ifoodie.tw/restaurant/575bff6623679c5de7cbb07d-CHORD%E5%92%8C%E5%BC%A6BISTRO,0227087003,ChIJZ0yVQsyrQjQREt1mTlK8P9o,25.032523,121.55260990000002,
320,Tuga葡萄牙餐廳,4.6,臺北市大安區忠孝東路四段216巷11弄12號,550.0,https://ifoodie.tw/restaurant/564628db2756dd690d4a3a0a-Tuga%E8%91%A1%E8%90%84%E7%89%99%E9%A4%90%E5%BB%B3,0227526501,ChIJYXSu58WrQjQRG9eQ-gDjaE0,25.0406857,121.5535155,
321,Bar 春花 The Primrose,4.6,臺北市中正區新生南路一段56巷8號,1200.0,https://ifoodie.tw/restaurant/5eddad5722613909bf63df51-Bar-%E6%98%A5%E8%8A%B1-The-Primrose,0223411291,ChIJb3cdb3ypQjQRq1LLyPRPa3c,25.0410694,121.5322205,
322,SMEXY音樂餐廳,4.4,臺北市松山區民生東路三段131號,500.0,https://ifoodie.tw/restaurant/5a7b411d2756dd1187a14b90-SMEXY%E9%9F%B3%E6%A8%82%E9%A4%90%E5%BB%B3,0227176626,ChIJ5yFX8uWrQjQRVqzqPNJ0jlM,25.057932,121.54784840000002,
323,JokeR Bistro & Bar,4.3,臺北市松山區市民大道四段163號,800.0,https://ifoodie.tw/restaurant/5a2eca892756dd43b7433181-JokeR-Bistro-%26-Bar,0225777972,ChIJ394dfcSrQjQRqo7fL2kEw-4,25.0448306,121.5514523,
324,7th Japanese Bar,4.7,臺北市中山區林森北路119巷47號,1200.0,https://ifoodie.tw/restaurant/5b11727ff52468663c4e5917-7th-Japanese-Bar,0927292295,ChIJSxCz6GWpQjQRVHAIpyIC4EQ,25.050451100000004,121.5266603,
